PARM =,MNET;SLAT;SLON,;SELV;TMPF,;SKNT;DRC,T;GUST;PM,SL;ALTI;D,WPF;RELH;,WTHR;P24I,,,,,,,,
STN,YYMMDD/HHMM,MNET,SLAT,SLON,SELV,TMPF,SKNT,DRCT,GUST,PMSL,ALTI,DWPF,RELH,WTHR,P24I
C1780,20131012/0203,65,36.96,-81.08,729,60.02,0,49,0,-9999,30.04,54.84,83,-9999,0
C1789,20131012/0159,65,39.29,-121.34,399,63.02,0,266,0,-9999,29.88,38.31,40,-9999,0
C1789,20131012/0209,65,39.29,-121.34,399,63.02,0,266,0,-9999,29.88,38.31,40,-9999,0
C1792,20131012/0202,65,37.27,-122.02,114,60.02,0,359,2.6,-9999,29.99,50.59,71,-9999,0
C1792,20131012/0212,65,37.27,-122.02,114,60.02,0.87,355,2.6,-9999,30,50.96,72,-9999,0
C1793,20131012/0203,65,39.39,-104.81,1981,39.02,1.74,134,6.95,-9999,30.04,33.07,79,-9999,0.02
C1793,20131012/0213,65,39.39,-104.81,1981,39.02,1.74,180,4.34,-9999,30.05,33.07,79,-9999,0.02
C1794,20131012/0204,65,26.87,-80.07,4,77.02,0,82,2.6,-9999,30,64.33,65,-9999,0
C1795,20131012/0200,65,44.76,-108.78,1337,39.02,1.74,223,6.08,-9999,29.95,30.43,71,-9999,0.04
C1795,20131012/0215,65,44.76,-108.78,1337,38.02,3.47,241,6.95,-9999,29.95,29.47,71,-9999,0.04
C1799,20131012/0205,65,38.93,-104.77,2027,42.02,0,0,0,-9999,29.99,39.3,90,-9999,0.03
C1800,20131012/0203,65,44.38,-108.05,1188,43.02,4.34,285,7.81,-9999,29.96,27.97,55,-9999,0.04
C1800,20131012/0212,65,44.38,-108.05,1188,43.02,5.21,285,10.42,-9999,29.96,29.26,58,-9999,0.04
C1823,20131012/0205,65,47.7,-122.24,60,51.02,0,162,0,-9999,30.01,48.49,91,-9999,-9999
C1828,20131012/0158,65,34.1,-116.32,1036,60.02,0,225,0,-9999,30.03,32.29,35,-9999,0
C1828,20131012/0208,65,34.1,-116.32,1036,59.02,0,225,0,-9999,30.03,32.1,36,-9999,0
C1837,20131012/0202,65,43.91,-78.93,110,52.02,0,25,0,-9999,30.15,47.65,85,-9999,0
C1845,20131012/0156,65,38.94,-95.28,264,71.02,5.21,171,5.21,-9999,29.8,65.24,82,-9999,0
C1845,20131012/0201,65,38.94,-95.28,264,71.02,0,199,5.21,-9999,29.81,65.24,82,-9999,0
C1845,20131012/0206,65,38.94,-95.28,264,71.02,0,170,5.21,-9999,29.81,65.24,82,-9999,0
C1845,20131012/0211,65,38.94,-95.28,264,71.02,3.47,202,5.21,-9999,29.81,65.24,82,-9999,0
C1849,20131012/0200,65,34.95,-88.5,143,66.02,0,154,0,-9999,29.97,61.37,85,-9999,0
C1849,20131012/0215,65,34.95,-88.5,143,65.02,0,154,0,-9999,29.97,60.39,85,-9999,0
C1851,20131012/0201,65,34.17,-84.22,323,59.02,0,26,0,-9999,29.99,55.78,89,-9999,0
C1852,20131012/0202,65,43.88,-69.49,20,51.02,0,131,0,-9999,30.14,50.2,97,-9999,0
C1852,20131012/0212,65,43.88,-69.49,20,51.02,0,131,0,-9999,30.15,50.2,97,-9999,0
C1855,20131012/0202,65,45.19,-122.59,82,47.02,0,274,0,-9999,-9999,26.79,45,-9999,-9999
C1855,20131012/0207,65,45.19,-122.59,82,46.02,0,274,0,-9999,-9999,26.41,46,-9999,-9999
C1855,20131012/0212,65,45.19,-122.59,82,46.02,0,274,0,-9999,-9999,26.93,47,-9999,-9999
C1893,20131012/0204,65,44.28,-120.9,991,48.02,0,294,1.74,-9999,30.03,37.21,66,-9999,0
C1893,20131012/0214,65,44.28,-120.9,991,48.02,0,294,0,-9999,30.03,37.21,66,-9999,0
C1904,20131012/0201,65,46.95,-112.69,1388,39.02,0,213,0,-9999,30.04,22.9,52,-9999,0
C1906,20131012/0202,65,38.79,-91.12,244,69.02,1.74,169,3.47,-9999,29.95,59.61,72,-9999,0
C1909,20131012/0159,65,39.76,-121.61,556,60.02,0,174,0,-9999,29.99,44.74,57,-9999,0
C1909,20131012/0209,65,39.76,-121.61,556,60.02,0,174,0,-9999,29.98,45.2,58,-9999,0
C1912,20131012/0209,65,27.87,-82.25,12,68.02,0.87,344,0,-9999,29.92,68.02,100,-9999,0
C1913,20131012/0207,65,28.92,-81.95,28,70.02,0,336,0,-9999,29.99,64.61,83,-9999,0
C1918,20131012/0158,65,46.25,-119.92,221,54.02,0,87,-9999,-9999,29.98,42.52,65,-9999,-9999
C1918,20131012/0208,65,46.25,-119.92,221,53.02,0,87,-9999,-9999,29.98,41.17,64,-9999,-9999
C1943,20131012/0203,65,47.67,-122.29,70,51.02,0,151,0,-9999,30.11,49.07,93,-9999,0.04
C1943,20131012/0213,65,47.67,-122.29,70,51.02,0,151,0,-9999,30.11,49.07,93,-9999,0.04
C1961,20131012/0158,65,36.69,-95.83,237,72.02,0.87,159,-9999,-9999,29.86,67.59,86,-9999,-9999
C1961,20131012/0208,65,36.69,-95.83,237,72.02,0.87,194,-9999,-9999,29.86,67.93,87,-9999,-9999
C1984,20131012/0204,65,42.91,-71.22,130,55.02,0,282,0,-9999,30.11,54.46,98,-9999,0.1
C1984,20131012/0214,65,42.91,-71.22,130,55.02,0,283,0,-9999,30.11,54.46,98,-9999,0.1
C1986,20131012/0203,65,39.69,-86.06,258,57.02,0,161,-9999,-9999,29.97,53.5,88,-9999,-9999
C1988,20131012/0209,65,43.09,-88.15,261,61.02,0,59,2.6,-9999,29.95,51.92,72,-9999,-9999
C1999,20131012/0200,65,36.87,-121.66,106,53.02,1.74,229,2.6,-9999,30,48.94,86,-9999,-9999
C1999,20131012/0210,65,36.87,-121.66,106,53.02,2.6,247,4.34,-9999,30.01,49.25,87,-9999,-9999
C2001,20131012/0209,65,41.87,-93.81,305,66.02,0,170,3.47,-9999,29.75,60.7,83,-9999,0
C2026,20131012/0209,65,45.21,-67.54,80,54.02,0.87,62,3.47,-9999,30.18,51.15,90,-9999,0
C2028,20131012/0203,65,39.21,-93.52,244,69.02,0,111,-9999,-9999,29.81,62.58,80,-9999,-9999
C2037,20131012/0200,65,39.88,-75.02,17,62.02,0,54,2.6,-9999,30.04,59.36,91,-9999,0.52
C2037,20131012/0215,65,39.88,-75.02,17,62.02,0,53,5.21,-9999,30.04,59.36,91,-9999,0.52
C2046,20131012/0159,65,36.05,-79.08,192,61.02,0,139,0,-9999,29.94,59.87,96,-9999,0
C2046,20131012/0209,65,36.05,-79.08,192,60.02,0,139,0,-9999,29.94,58.87,96,-9999,0
C2046,20131012/0214,65,36.05,-79.08,192,60.02,0,139,0,-9999,29.94,58.87,96,-9999,0
C2055,20131012/0203,65,43.08,-76.07,127,47.02,0,38,0,-9999,30.18,46.48,98,-9999,0
C2056,20131012/0204,65,40.52,-105.13,1602,51.02,2.6,294,-9999,-9999,30.05,27.56,40,-9999,-9999
C2056,20131012/0209,65,40.52,-105.13,1602,51.02,2.6,294,-9999,-9999,30.05,29.88,44,-9999,-9999
C2056,20131012/0214,65,40.52,-105.13,1602,51.02,1.74,294,-9999,-9999,30.05,32.03,48,-9999,-9999
C2057,20131012/0201,65,39.09,-77.16,137,61.02,0,38,-9999,-9999,29.91,60.74,99,-9999,-9999
C2059,20131012/0200,65,46.9,-100.79,583,46.02,29.52,301,42.55,-9999,29.42,43.83,92,-9999,0.67
C2071,20131012/0155,65,41.44,-97.45,446,53.02,0,296,0,-9999,29.87,41.97,66,-9999,0
C2071,20131012/0200,65,41.44,-97.45,446,53.02,0,296,0,-9999,29.88,42.36,67,-9999,0
C2071,20131012/0205,65,41.44,-97.45,446,52.02,0,295,0,-9999,29.88,41.79,68,-9999,0
C2071,20131012/0215,65,41.44,-97.45,446,51.02,0,295,0,-9999,29.88,41.21,69,-9999,0
C2074,20131012/0209,65,33.87,-83.11,222,61.02,0,270,0,-9999,29.94,57.12,87,-9999,0
C2080,20131012/0206,65,39.18,-78.25,282,55.02,0,180,0,-9999,30.05,55.02,100,-9999,1.33
C2086,20131012/0157,65,43.19,-89.46,284,65.02,0.87,140,6.08,-9999,29.9,55.77,72,-9999,0
C2086,20131012/0207,65,43.19,-89.46,284,65.02,0,118,6.08,-9999,29.9,55.77,72,-9999,0
C2094,20131012/0201,65,35.84,-78.56,85,63.02,1.74,357,5.21,-9999,29.97,60.66,92,-9999,0.01
C2094,20131012/0211,65,35.84,-78.56,85,63.02,1.74,357,2.6,-9999,29.97,60.66,92,-9999,0.01
C2096,20131012/0208,65,35.36,-80.78,234,68.02,0,44,0,-9999,29.88,60.89,78,-9999,0
C2099,20131012/0159,65,45.52,-88.85,503,59.02,2.6,120,5.21,-9999,29.81,50.37,73,-9999,0
C2099,20131012/0209,65,45.52,-88.85,503,58.02,3.47,167,5.21,-9999,29.81,49.41,73,-9999,0
C2101,20131012/0157,65,40.22,-88.36,223,66.02,2.6,125,6.95,-9999,29.98,53.91,65,-9999,0
C2101,20131012/0201,65,40.22,-88.36,223,67.02,2.6,113,6.95,-9999,30.01,54.86,65,-9999,0
C2101,20131012/0211,65,40.22,-88.36,223,66.02,1.74,127,6.08,-9999,29.98,54.33,66,-9999,0
C2125,20131012/0204,65,43.1,-84.34,227,56.02,0,101,4.34,-9999,30.04,46.37,70,-9999,0
C2139,20131012/0202,65,40.89,-85.5,266,60.02,0,82,-9999,-9999,-9999,-9999,-9999,-9999,-9999
C2148,20131012/0200,65,41.36,-72.57,134,59.02,9.55,44,12.16,-9999,30.11,46.86,64,-9999,0
C2148,20131012/0210,65,41.36,-72.57,134,59.02,0,0,0.87,-9999,30.11,46.86,64,-9999,0
C2149,20131012/0209,65,38.76,-90.56,190,70.02,0,202,0,-9999,30.04,49.97,49,-9999,0
C2157,20131012/0157,65,38.78,-76.25,0,64.02,4.34,32,8.68,-9999,29.95,63.15,97,-9999,0.27
C2157,20131012/0207,65,38.78,-76.25,0,64.02,4.34,47,8.68,-9999,29.96,63.15,97,-9999,0.26
C2158,20131012/0159,65,44.83,-87.34,200,57.02,0,154,2.6,-9999,29.97,53.5,88,-9999,0.01
C2158,20131012/0209,65,44.83,-87.34,200,57.02,0,154,2.6,-9999,29.98,53.81,89,-9999,0.01
C2194,20131012/0204,65,49.09,-123.06,8,51.02,1.74,280,2.6,-9999,30.11,47.89,89,-9999,0
C2194,20131012/0214,65,49.09,-123.06,8,51.02,0.87,280,2.6,-9999,30.11,48.19,90,-9999,0
C2195,20131012/0206,65,37.22,-79.83,283,66.02,0.87,287,1.74,-9999,30.02,60.36,82,-9999,-9999
C2209,20131012/0200,65,44.53,-121.21,813,49.02,0,11,0,-9999,30.02,39.3,69,-9999,0
C2209,20131012/0205,65,44.53,-121.21,813,49.02,0,11,0,-9999,30.02,39.3,69,-9999,0
C2209,20131012/0210,65,44.53,-121.21,813,49.02,0,12,0,-9999,30.01,39.3,69,-9999,0
C2209,20131012/0215,65,44.53,-121.21,813,48.02,0,11,0,-9999,30.01,38.71,70,-9999,0
C2218,20131012/0155,65,32.89,-97.22,215,79.02,3.47,90,6.08,-9999,29.89,61.45,55,-9999,0
C2218,20131012/0202,65,32.89,-97.22,215,79.02,4.34,111,4.34,-9999,29.89,61.96,56,-9999,0
C2218,20131012/0206,65,32.89,-97.22,215,79.02,3.47,129,6.95,-9999,29.89,61.96,56,-9999,0
C2218,20131012/0212,65,32.89,-97.22,215,79.02,4.34,124,6.95,-9999,29.9,62.46,57,-9999,0
C2220,20131012/0159,65,29.98,-92.27,4,72.02,0,115,0,-9999,29.95,68.26,88,-9999,0.01
C2220,20131012/0204,65,29.98,-92.27,4,72.02,0,115,0,-9999,29.95,68.26,88,-9999,0.01
C2220,20131012/0209,65,29.98,-92.27,4,72.02,0,115,0,-9999,29.95,68.26,88,-9999,0.01
C2220,20131012/0214,65,29.98,-92.27,4,72.02,0,114,0,-9999,29.95,68.26,88,-9999,0.01
C2224,20131012/0201,65,47.48,-122.2,63,52.02,0,195,-9999,-9999,29.99,47.34,84,-9999,-9999
C2227,20131012/0200,65,30.38,-87.06,14,76.02,0,0,0,-9999,29.98,69.39,80,-9999,0
C2227,20131012/0205,65,30.38,-87.06,14,76.02,0,0,0,-9999,29.98,69.39,80,-9999,0
C2227,20131012/0210,65,30.38,-87.06,14,76.02,0,0,0,-9999,29.98,69.39,80,-9999,0
C2227,20131012/0215,65,30.38,-87.06,14,76.02,0,0,0,-9999,29.98,69.75,81,-9999,0
C2236,20131012/0156,65,42.21,-71.11,194,54.02,6.95,52,10.42,-9999,30.11,49.29,84,-9999,0
C2236,20131012/0206,65,42.21,-71.11,194,54.02,7.81,47,10.42,-9999,30.12,49.61,85,-9999,0
C2265,20131012/0157,65,43.18,-79.47,91,51.02,0,14,0,-9999,30.11,49.35,94,-9999,0
C2265,20131012/0207,65,43.18,-79.47,91,50.02,0,14,0,-9999,30.11,48.36,94,-9999,0
C2269,20131012/0159,65,41.42,-78.19,284,49.02,0,99,0,-9999,30.03,48.21,97,-9999,0.54
C2269,20131012/0209,65,41.42,-78.19,284,49.02,0,99,0,-9999,30.03,48.21,97,-9999,0.54
C2274,20131012/0158,65,32.25,-111.03,733,68.02,3.47,293,5.21,-9999,29.96,35.42,30,-9999,0
C2274,20131012/0203,65,32.25,-111.03,733,68.02,1.74,292,6.08,-9999,29.96,35.42,30,-9999,0
C2274,20131012/0208,65,32.25,-111.03,733,68.02,3.47,281,6.08,-9999,29.96,35.42,30,-9999,0
C2274,20131012/0213,65,32.25,-111.03,733,68.02,1.74,281,6.08,-9999,29.96,35.42,30,-9999,0
C2277,20131012/0159,65,38.97,-92.76,227,73.02,2.6,110,-9999,-9999,29.86,63.05,71,-9999,-9999
C2277,20131012/0203,65,38.97,-92.76,227,73.02,2.6,143,-9999,-9999,29.86,63.44,72,-9999,-9999
C2277,20131012/0208,65,38.97,-92.76,227,72.02,3.47,138,-9999,-9999,29.86,62.49,72,-9999,-9999
C2277,20131012/0213,65,38.97,-92.76,227,72.02,3.47,152,-9999,-9999,29.86,62.49,72,-9999,-9999
C2286,20131012/0201,65,44.82,-119.42,616,52.02,0,0,0,-9999,29.98,39.41,62,-9999,0
C2288,20131012/0204,65,34.16,-118.62,297,64.02,0,161,-9999,-9999,29.91,47.52,55,-9999,-9999
C2293,20131012/0203,65,42.33,-71.31,59,46.02,0,209,0,-9999,30.19,46.02,100,-9999,0
C2293,20131012/0213,65,42.33,-71.31,59,46.02,0,209,0,-9999,30.19,46.02,100,-9999,0
C2295,20131012/0155,65,44.49,-103.87,1123,42.02,7.81,250,15.63,-9999,29.83,33.66,72,-9999,1.8
C2295,20131012/0205,65,44.49,-103.87,1123,42.02,6.08,269,14.76,-9999,29.83,33.66,72,-9999,1.8
C2306,20131012/0204,65,28.26,-80.71,7,72.02,0,74,0,-9999,29.94,65.5,80,-9999,0
C2312,20131012/0200,65,39.69,-84.21,227,58.02,0,0,0,-9999,30.05,51.54,79,-9999,0
C2312,20131012/0210,65,39.69,-84.21,227,58.02,0,0,0,-9999,30.05,51.54,79,-9999,0
C2313,20131012/0203,65,45.79,-118.11,1547,36.02,0.87,64,1.74,-9999,29.99,33.65,91,-9999,0
C2313,20131012/0213,65,45.79,-118.11,1547,36.02,0,64,1.74,-9999,29.99,33.65,91,-9999,0
C2323,20131012/0203,65,39.52,-104.93,1815,44.02,0,360,0,-9999,30.34,37.28,77,-9999,0
C2323,20131012/0213,65,39.52,-104.93,1815,44.02,0,360,4.34,-9999,30.34,37.28,77,-9999,0
C2327,20131012/0158,65,39.03,-95.71,278,71.02,0,247,0.87,-9999,29.8,65.24,82,-9999,0
C2327,20131012/0207,65,39.03,-95.71,278,71.02,0.87,85,1.74,-9999,29.81,65.59,83,-9999,0
C2352,20131012/0202,65,43.16,-75.46,170,47.02,0,222,0.87,-9999,30.16,41.81,82,-9999,0
C2352,20131012/0212,65,43.16,-75.46,170,48.02,0,190,0.87,-9999,30.15,40.48,75,-9999,0
C2377,20131012/0157,65,42.21,-88.09,258,61.02,1.74,125,4.34,-9999,30,47.9,62,-9999,0
C2378,20131012/0207,65,29.97,-90.22,2,74.02,-9999,-9999,-9999,-9999,30,70.89,90,-9999,0.21
C2378,20131012/0212,65,29.97,-90.22,2,74.02,-9999,-9999,-9999,-9999,30,70.89,90,-9999,0.21
C2392,20131012/0202,65,41.59,-72.76,55,58.02,0,335,0,-9999,30.09,55.71,92,-9999,0
C2392,20131012/0212,65,41.59,-72.76,55,57.02,0,335,0,-9999,30.09,54.72,92,-9999,0
C2399,20131012/0159,65,39.48,-111.49,1776,42.02,1.74,115,2.6,-9999,30.44,32.96,70,-9999,0.09
C2399,20131012/0209,65,39.48,-111.49,1776,42.02,1.74,134,2.6,-9999,30.44,32.96,70,-9999,0.08
C2403,20131012/0206,65,36.12,-81.75,1097,57.02,3.47,311,9.55,-9999,30.09,48.08,72,-9999,0
C2404,20131012/0159,65,42.31,-70.89,17,57.02,2.6,43,-9999,-9999,30.13,48.45,73,-9999,-9999
C2404,20131012/0203,65,42.31,-70.89,17,57.02,2.6,42,-9999,-9999,30.13,48.81,74,-9999,-9999
C2404,20131012/0208,65,42.31,-70.89,17,57.02,1.74,51,-9999,-9999,30.13,48.81,74,-9999,-9999
C2404,20131012/0213,65,42.31,-70.89,17,57.02,1.74,39,-9999,-9999,30.13,48.81,74,-9999,-9999
C2411,20131012/0201,65,39.6,-76.11,2,61.02,0.87,270,2.6,-9999,29.74,59.28,94,-9999,1.58
C2411,20131012/0211,65,39.6,-76.11,2,61.02,0.87,352,6.08,-9999,29.73,59.28,94,-9999,1.58
C2426,20131012/0157,65,44.76,-121.27,479,55.02,5.21,250,-9999,-9999,30.03,39.61,56,-9999,-9999
C2426,20131012/0207,65,44.76,-121.27,479,54.02,6.08,267,-9999,-9999,30.03,39.13,57,-9999,-9999
C2428,20131012/0202,65,37.99,-76.51,2,69.02,0.87,267,-9999,-9999,29.77,69.02,100,-9999,-9999
C2433,20131012/0200,65,41.29,-95.92,299,64.02,0,327,1.74,-9999,29.83,44.47,49,-9999,0
C2433,20131012/0205,65,41.29,-95.92,299,64.02,0.87,289,6.08,-9999,29.83,45,50,-9999,0
C2433,20131012/0215,65,41.29,-95.92,299,63.02,0,280,5.21,-9999,29.84,44.6,51,-9999,0
C2439,20131012/0202,65,42.66,-70.61,11,57.02,0.87,9,2.6,-9999,30.12,53.81,89,-9999,0
C2439,20131012/0212,65,42.66,-70.61,11,57.02,0.87,5,3.47,-9999,30.12,54.11,90,-9999,0
C2444,20131012/0205,65,45.71,-119.36,220,54.02,1.74,274,-9999,-9999,30.02,40.02,59,-9999,-9999
C2444,20131012/0215,65,45.71,-119.36,220,52.02,0,274,-9999,-9999,30.01,38.99,61,-9999,-9999
C2449,20131012/0204,65,34.34,-88.8,109,64.02,0,246,1.74,-9999,29.99,61.02,90,-9999,0.01
C2450,20131012/0158,65,37.35,-76.77,8,63.02,1.74,202,3.47,-9999,29.92,62.44,98,-9999,0.01
C2450,20131012/0208,65,37.35,-76.77,8,63.02,0.87,179,2.6,-9999,29.92,62.44,98,-9999,0.01
C2462,20131012/0159,65,32.83,-116.81,375,63.02,0,209,0,-9999,30.02,52.68,69,-9999,0.01
C2462,20131012/0203,65,32.83,-116.81,375,63.02,0,166,0.87,-9999,30.02,53.08,70,-9999,0.01
C2462,20131012/0210,65,32.83,-116.81,375,62.02,0,166,0.87,-9999,30.02,52.5,71,-9999,0.01
C2462,20131012/0214,65,32.83,-116.81,375,62.02,0,166,0.87,-9999,30.03,52.88,72,-9999,0.01
C2463,20131012/0158,65,39.62,-104.88,1735,45.02,0,196,0,-9999,30.01,36.89,73,-9999,0.01
C2463,20131012/0203,65,39.62,-104.88,1735,45.02,0,196,0,-9999,30.01,37.24,74,-9999,0.01
C2463,20131012/0208,65,39.62,-104.88,1735,45.02,0,196,0,-9999,30.01,37.24,74,-9999,0.01
C2463,20131012/0213,65,39.62,-104.88,1735,45.02,0,138,0,-9999,30.01,37.58,75,-9999,0.01
C2467,20131012/0200,65,44.95,-72.19,232,48.02,0,12,0,-9999,30.16,45.23,90,-9999,0
C2467,20131012/0210,65,44.95,-72.19,232,47.02,0,12,0,-9999,30.16,44.24,90,-9999,0
C2468,20131012/0200,65,33.87,-84.5,305,62.02,0,255,0,-9999,30,54.72,77,-9999,0
C2468,20131012/0210,65,33.87,-84.5,305,62.02,0,255,0,-9999,30.04,54.72,77,-9999,0
C2470,20131012/0201,65,34.2,-80.81,106,69.02,0,291,0,-9999,29.88,63.98,84,-9999,0
C2493,20131012/0204,65,42.73,-73.07,332,49.02,0,213,1.74,-9999,30.15,41.45,75,-9999,0
C2493,20131012/0214,65,42.73,-73.07,332,48.02,0,211,0.87,-9999,30.15,41.49,78,-9999,0
C2517,20131012/0157,65,43.37,-70.47,30,52.02,0,98,0,-9999,30.13,50.91,96,-9999,0
C2517,20131012/0202,65,43.37,-70.47,30,52.02,0,98,0,-9999,30.13,50.91,96,-9999,0
C2517,20131012/0207,65,43.37,-70.47,30,52.02,0,98,0,-9999,30.13,50.91,96,-9999,0
C2517,20131012/0212,65,43.37,-70.47,30,52.02,0,98,0,-9999,30.13,50.91,96,-9999,0
C2522,20131012/0156,65,41.8,-73.17,372,57.02,2.6,325,5.21,-9999,30.15,42.83,59,-9999,0
C2522,20131012/0201,65,41.8,-73.17,372,57.02,3.47,10,7.81,-9999,30.15,42.39,58,-9999,0
C2522,20131012/0206,65,41.8,-73.17,372,57.02,3.47,355,7.81,-9999,30.15,41.94,57,-9999,0
C2522,20131012/0211,65,41.8,-73.17,372,57.02,3.47,360,7.81,-9999,30.15,41.94,57,-9999,0
C2527,20131012/0203,65,43.98,-124.1,14,55.02,0,140,0,-9999,30.05,52.74,92,-9999,0
C2530,20131012/0200,65,39.58,-74.23,4,63.02,14.76,49,27.79,-9999,29.98,61.26,94,-9999,0.61
C2530,20131012/0215,65,39.58,-74.23,4,64.02,13.02,50,26.05,-9999,29.98,62.26,94,-9999,0.61
C2539,20131012/0200,65,42.62,-83.22,277,56.02,0,140,0,-9999,30.11,48.91,77,-9999,0
C2539,20131012/0210,65,42.62,-83.22,277,56.02,0,140,0,-9999,30.12,49.6,79,-9999,0
C2541,20131012/0205,65,34.73,-76.76,8,63.02,0,323,-9999,-9999,29.88,61.86,96,-9999,-9999
C2542,20131012/0157,65,34.73,-76.94,7,64.02,0,353,-9999,-9999,29.88,61.95,93,-9999,-9999
C2542,20131012/0212,65,34.73,-76.94,7,63.02,0,353,-9999,-9999,29.88,61.26,94,-9999,-9999
C2548,20131012/0158,65,29.01,-110.94,260,78.02,1.74,248,2.6,-9999,29.82,48.88,36,-9999,0
C2548,20131012/0208,65,29.01,-110.94,260,78.02,1.74,249,6.08,-9999,29.82,52.39,41,-9999,0
C2551,20131012/0201,65,42.31,-122.9,454,51.02,0.87,322,1.74,-9999,30.13,44.07,77,-9999,0
C2551,20131012/0211,65,42.31,-122.9,454,51.02,0.87,323,1.74,-9999,30.13,44.74,79,-9999,0
C2553,20131012/0200,65,36.36,-119.63,77,67.02,0,328,0,-9999,29.92,49.82,54,-9999,0
C2553,20131012/0205,65,36.36,-119.63,77,66.02,0,328,0.87,-9999,29.92,49.38,55,-9999,0
C2553,20131012/0210,65,36.36,-119.63,77,66.02,0,328,0.87,-9999,29.92,49.86,56,-9999,0
C2553,20131012/0215,65,36.36,-119.63,77,66.02,0,328,0,-9999,29.93,49.86,56,-9999,0
C2578,20131012/0159,65,41.65,-86.13,226,51.02,0,180,0,-9999,29.98,49.07,93,-9999,0
C2578,20131012/0209,65,41.65,-86.13,226,51.02,0,180,0,-9999,29.98,49.07,93,-9999,0
C2582,20131012/0202,65,33.4,-111.88,381,68.02,0,170,0,-9999,29.91,41.45,38,-9999,0
C2582,20131012/0212,65,33.4,-111.88,381,67.02,0,170,0,-9999,29.91,41.24,39,-9999,0
C2583,20131012/0157,65,34.92,-82.36,316,64.02,0.87,323,0.87,-9999,30,55.18,73,-9999,0
C2583,20131012/0208,65,34.92,-82.36,316,64.02,0,323,0.87,-9999,30,54.81,72,-9999,0
C2607,20131012/0200,65,41.92,-73.9,65,55.02,0,45,0,-9999,30.09,52.14,90,-9999,0
C2607,20131012/0205,65,41.92,-73.9,65,55.02,0,45,0,-9999,30.09,52.44,91,-9999,0
C2607,20131012/0210,65,41.92,-73.9,65,55.02,0,45,0,-9999,30.09,52.44,91,-9999,0
C2607,20131012/0215,65,41.92,-73.9,65,55.02,0,45,0,-9999,30.1,52.14,90,-9999,0
C2610,20131012/0159,65,36.15,-120.37,207,70.02,0,0,0,-9999,29.94,41.83,36,-9999,0
C2610,20131012/0210,65,36.15,-120.37,207,69.02,0,0,0,-9999,29.94,43.68,40,-9999,0
C2610,20131012/0214,65,36.15,-120.37,207,69.02,0,0,0,-9999,29.94,44.33,41,-9999,0
C2613,20131012/0159,65,27.14,-80.33,7,75.02,0,56,0,-9999,30.06,70.54,86,-9999,0.23
C2613,20131012/0208,65,27.14,-80.33,7,74.02,0,56,0,-9999,30.06,69.89,87,-9999,0.23
C2621,20131012/0159,65,41.9,-72.37,255,55.02,0.87,41,2.6,-9999,30.14,44.65,68,-9999,-9999
C2627,20131012/0157,65,45.69,-118.85,461,54.02,2.6,342,4.34,-9999,30.02,37.28,53,-9999,0
C2640,20131012/0203,65,33.86,-87.24,146,65.02,0.87,44,0,-9999,30.02,62.01,90,-9999,0
C2647,20131012/0209,65,32.55,-84.1,149,64.02,0,294,-9999,-9999,30,58.41,82,-9999,-9999
C2655,20131012/0201,65,37.92,-122.07,38,64.02,0,356,0,-9999,-9999,47.03,54,-9999,0
C2659,20131012/0157,65,47.55,-122.13,357,48.02,0,201,0,-9999,30.08,46.66,95,-9999,0.51
C2659,20131012/0202,65,47.55,-122.13,357,48.02,0,201,0,-9999,30.08,46.66,95,-9999,0.51
C2659,20131012/0206,65,47.55,-122.13,357,48.02,0,201,0,-9999,30.08,46.93,96,-9999,0.51
C2659,20131012/0212,65,47.55,-122.13,357,48.02,0.87,201,0.87,-9999,30.08,46.93,96,-9999,0.51
C2664,20131012/0200,65,45.53,-122.29,201,53.02,0,295,0,-9999,30.1,48.63,85,-9999,0.01
C2664,20131012/0210,65,45.53,-122.29,201,53.02,0,295,0,-9999,30.1,48.63,85,-9999,0.01
C2671,20131012/0204,65,39.98,-74.99,20,62.02,0,62,0.87,-9999,30.04,60.27,94,-9999,1.61
C2672,20131012/0202,65,28.48,-82.16,20,67.02,0,112,0,-9999,30.01,62.02,84,-9999,0
C2674,20131012/0205,65,33.57,-112.31,348,70.02,0,131,0,-9999,29.87,39.58,33,-9999,0
C2674,20131012/0215,65,33.57,-112.31,348,70.02,0,131,0,-9999,29.87,40.35,34,-9999,0
C2683,20131012/0158,65,33.01,-96.81,181,80.02,1.74,144,5.21,-9999,29.82,71.36,75,-9999,0
C2683,20131012/0208,65,33.01,-96.81,181,80.02,1.74,175,5.21,-9999,29.82,71.36,75,-9999,0
C2692,20131012/0202,65,47.66,-94.98,423,59.02,0.87,204,6.95,-9999,29.47,55.47,88,-9999,0.56
C2692,20131012/0212,65,47.66,-94.98,423,59.02,0,183,4.34,-9999,29.46,55.47,88,-9999,0.62
C2702,20131012/0158,65,39.83,-84.42,313,60.02,0,140,-9999,-9999,30.05,52.43,76,-9999,-9999
C2702,20131012/0207,65,39.83,-84.42,313,60.02,0,140,-9999,-9999,30.05,52.43,76,-9999,-9999
C2703,20131012/0206,65,30.3,-81.73,4,70.02,0,196,0,-9999,29.91,60.96,73,-9999,0
C2710,20131012/0200,65,45.18,-121.08,317,54.02,0,3,1.74,-9999,30.07,39.13,57,-9999,0
